Date,Size (SMB),Book-to-Market (HML),Operating Profitability (RMW),Asset Growth (CMA),Long-Term Reversals,Residual Variance (RVAR),Quality Minus Junk (QMJ),Low Beta (BAB),Amihud Illiquidity,Firm Age,Nominal Price,High Volume Premium,Gross Profitability,Return on Equity,Return on Assets,Profit Margin,Change in Asset Turnover,Accruals Factor,Net Operating Assets,Net Working Capital Changes,Cash Flow to Price,Earnings to Price,Enterprise Multiple,Sales to Price,Growth in Inventory,Sales Growth,Growth in Sales/Inventory,Abnormal Investment,CAPX Growth Rate,Debt Issuance Factor,Leverage Factor,1-Year Share Issuance,Total External Financing,Ohlson O-Score,Altman Z-Score,Piotroski F-Score
1927-02-28,0.0215284534475394,,,,,,,,-0.0114886184320426,-0.0116005374648361,-0.0083309112059446,-0.0179101889787373,,,,,,,,,,,,,,,,,,,,-0.012195865082936,,,,
1927-03-31,-0.0255268173963189,,,,,,,,0.0059698866369818,0.0119832448659687,-0.0686035016701261,0.0167195026339356,,,,,,,,,,,,,,,,,,,,-0.0017958989122089,,,,
1927-04-30,-0.001434643686742,,,,,,,,-0.0131850695751595,-0.0150044373873902,-0.0309223872896549,-0.0074437621682832,,,,,,,,,,,,,,,,,,,,0.0028782265390015,,,,
1927-05-31,0.010560366920659,,,,,,,,-0.0109270895100141,-0.0026162671453827,-0.0207346056073711,-0.0135486932312849,,,,,,,,,,,,,,,,,,,,0.0017266753104301,,,,
1927-06-30,0.0089338581238156,,,,,,,,0.0175854803428297,0.0145271026932989,-0.0125068082060275,0.0202588662938801,,,,,,,,,,,,,,,,,,,,0.003436567202493,,,,
1927-07-31,-0.0218634220560776,,,,,,,,-0.0274517825809608,-0.0256511787291483,-0.0257726430858357,-0.0206793886296336,,,,,,,,,,,,,,,,,,,,0.0163148520071082,,,,
1927-08-31,-0.0206880777366142,,,,,,,,0.0063114310630866,0.0045864523872088,-0.0009457067724448,0.0161972237716578,,,,,,,,,,,,,,,,,,,,0.0303594664875717,,,,
1927-09-30,-0.0275989613290016,,,,,,,,-0.0261115462385771,0.0234959115665001,-0.0238032454657018,-0.0219873970403618,,,,,,,,,,,,,,,,,,,,0.0177558686760728,,,,
1927-10-31,-0.0007523807891675,,,,,,,,0.028742251784282,-0.0010307362572502,-0.009174182880539,0.0462080417384702,,,,,,,,,,,,,,,,,,,,-0.0308416459516361,,,,
1927-11-30,0.0206291970051566,,,,,,,,0.0046116589012609,-0.0217026857794485,0.0179477324632321,-0.0094972152246961,,,,,,,,,,,,,,,,,,,,0.0271493127534098,,,,
1927-12-31,0.000752649434442,,,,,,,,-0.0047465058122416,0.0024457760098972,0.0021576045915189,0.0051284725241915,,,,,,,,,,,,,,,,,,,,-0.0160960501895405,,,,
1928-01-31,0.0281331773179355,,,,,,,,0.0134594708326749,0.0104412856849104,-0.0071381423199641,0.0250591335013689,,,,,,,,,,,,,,,,,,,,0.0104545902050889,,,,
1928-02-29,-0.0032937979112031,,,,,,,,-0.0015974130977513,0.0090081049259375,0.0017034733387831,0.0104493674877005,,,,,,,,,,,,,,,,,,,,0.0144574928062246,,,,
1928-03-31,-0.0007470015805335,,,,,,,,-0.0067626253109672,-0.0008833038426987,0.0201380646186507,-0.0373565664761736,,,,,,,,,,,,,,,,,,,,0.0026720183214625,,,,
1928-04-30,0.0481578246552343,,,,,,,,0.0437933166358261,0.0352446292231283,0.0729543742733572,0.0373560621179961,,,,,,,,,,,,,,,,,,,,-0.0210733275131489,,,,
1928-05-31,0.0162342451323113,,,,,,,,0.0055525201210916,0.0217570185979545,-0.0067095572247582,0.0081206843770622,,,,,,,,,,,,,,,,,,,,0.0098743394741949,,,,
1928-06-30,-0.026670766020473,,,,,,,,-0.0179778872139446,-0.0291214243345017,-0.0321310506572305,-0.0058200403301574,,,,,,,,,,,,,,,,,,,,-0.0159676677903531,,,,
1928-07-31,-0.0209863025144316,,,,,,,,-0.0193450746547979,0.0092137005633079,-0.0177777818888379,-0.019438569974914,,,,,,,,,,,,,,,,,,,,0.0020320678279985,,,,
1928-08-31,-0.025409659038113,,,,,,,-0.0657750392678755,-0.0369703092276402,-0.023602138864064,-0.0040656585523483,-0.0455338338143583,,,,,,,,,,,,,,,,,,,,0.0060142213975366,,,,
1928-09-30,0.0152678205476822,,,,,,,-0.0353248584137424,0.0033224110225663,0.0235486725050073,0.0492267076069751,-0.0074788575698994,,,,,,,,,,,,,,,,,,,,0.0285142302003197,,,,
1928-10-31,0.0067140203558022,,,,,,,-0.0025495818898658,-0.0083898381380772,-0.0015318813821333,-0.016879753908744,-0.0031458828617112,,,,,,,,,,,,,,,,,,,,-0.045408881902851,,,,
1928-11-30,-0.0167388766235551,,,,,,,-0.0701341958454844,-0.0106300107583333,-0.0239351019449965,0.0453425714658844,-0.0416114748727212,,,,,,,,,,,,,,,,,,,,0.0059250207352451,,,,
1928-12-31,-0.0334632336931473,,,,,,,-0.007924513488654,-0.0285601093375894,-0.0006838021034509,-0.034978065418789,-0.0227634524438699,,,,,,,,,,,,,,,,,,,,-0.0182971356743774,,,,
1929-01-31,-0.034332038783548,,,,,,,-0.0063310120207279,-0.0225750361214822,-0.0051988996739211,-0.0321995027347891,-0.006207248540707,,,,,,,,,,,,,,,,,,,,-0.0235301234366475,,,,
1929-02-28,-0.000919492134196,,,,,,,-0.0400198069324996,-0.0046662759374716,-0.0007694957896679,0.0230887586466363,-0.0080144029033966,,,,,,,,,,,,,,,,,,,,-0.0036823755756216,,,,
1929-03-31,-0.034046897468643,,,,,,,0.0212233881783998,-0.0095441475641087,-0.0013886609953345,0.0108735112423511,0.0064489008168254,,,,,,,,,,,,,,,,,,,,-0.0035766838662951,,,,
1929-04-30,-0.0020315603783516,,,,,,,-0.009716339845917,-0.0029431441086005,0.0078759768204153,-0.0244190114995573,-0.0131618610015338,,,,,,,,,,,,,,,,,,,,-0.002281372791914,,,,
1929-05-31,-0.0620705215095717,,,,,,,0.0861966090919862,-0.0136602702135794,-0.0096176916534212,-0.0452766477920659,0.0065907795754349,,,,,,,,,,,,,,,,,,,,-0.002198764017747,,,,
1929-06-30,-0.0285289163773474,,,,,,,-0.0574281986608327,-0.053339913707952,-0.0156734477924688,-0.05137035458753,-0.0616821527636809,,,,,,,,,,,,,,,,,,,,-0.0227543602804425,,,,
1929-07-31,-0.0410519211119793,,,,,,,0.0325859513833193,-0.009939989450635,0.0028441467921503,-0.0340413580049911,0.0022554462208598,,,,,,,,,,,,,,,,,,,,0.017410089607563,,,,
1929-08-31,-0.0749652170129032,,,,,,,0.0064801944039425,-0.0466805943847378,-0.0336688168512199,-0.0500758698350458,-0.0417492607237105,,,,,,,,,,,,,,,,,,,,-0.0055195795086562,,,,
1929-09-30,-0.0020802227746477,,,,,,,0.0089359781588195,0.0060089738217597,-0.0163068638343536,-0.0286458362814846,0.0181663769456495,,,,,,,,,,,,,,,,,,,,-0.012863420993511,,,,
1929-10-31,-0.0398926405281906,,,,,,,0.1358426192960536,0.026926683911654,-0.0584555538344328,-0.0207157707880768,0.0709399539704337,,,,,,,,,,,,,,,,,,,,0.0169618126258419,,,,
1929-11-30,-0.012526153773321,,,,,,,0.099658347978971,0.0076038167182821,-0.0256058249978714,-0.0182930030538369,0.0579156293257571,,,,,,,,,,,,,,,,,,,,-0.0033475219833253,,,,
1929-12-31,-0.0616463401559186,,,,,,,-0.04770443154305,-0.0662283037132717,-0.0143257588305767,-0.0635695748563711,-0.0524792567005749,,,,,,,,,,,,,,,,,,,,0.0331506553589899,,,,
1930-01-31,0.0809588870471954,,,,,,,-0.0571458917960807,0.0232018912234677,0.0233906525650244,0.053776250369191,-0.0093272730506007,,,,,,,,,,,,,,,,,,,,0.002204772433292,,,,
1930-02-28,0.0145863265502907,,,,,,,-0.0399144349425372,-0.0063376751662817,0.0085368704429475,-0.014208722005448,-0.0190745254820279,,,,,,,,,,,,,,,,,,,,0.0122923619588843,,,,
1930-03-31,0.0419494220179967,,,,,,,-0.0126112800956954,0.0303289171417605,0.0176580882809966,0.0904055339452153,-0.0036510904035676,,,,,,,,,,,,,,,,,,,,0.0274698088528668,,,,
1930-04-30,-0.0121610703112309,,,,,,,-0.0132260127169346,-0.0141855236210308,0.0150493058272826,-0.0075289909568923,-0.0105544540714566,,,,,,,,,,,,,,,,,,,,-0.0203429437971762,,,,
1930-05-31,-0.0250932064372857,,,,,,,0.0078448654118954,0.0034483226151216,-0.0158866512532768,-0.0325970484532801,0.0107973489337538,,,,,,,,,,,,,,,,,,,,0.0195412277562868,,,,
1930-06-30,-0.0448578631797264,,,,,,,0.1087789383230139,0.0160963927089658,-0.0441690938492765,-0.049207006415588,0.0735584729372171,,,,,,,,,,,,,,,,,,,,0.0233637132128437,,,,
1930-07-31,0.0016298524213661,,,,,,,-0.0368660691047844,-0.0282132455036888,-0.0022492135159136,0.0084208016785974,-0.0313599138744106,,,,,,,,,,,,,,,,,,,,-0.0006875669534599,,,,
1930-08-31,-0.0212144003400182,,,,,,,-0.0007150131808208,-0.0322773782688128,-0.0118981135148562,-0.0509964785257151,-0.0218839811948198,,,,,,,,,,,,,,,,,,,,-0.0236168396933826,,,,
1930-09-30,-0.035360989756564,,,,,,,0.0803535834476492,0.0080683236795331,-0.0146397366573892,-0.0834625149235202,0.0669972249959721,,,,,,,,,,,,,,,,,,,,0.0150687492276655,,,,
1930-10-31,-0.0095825406779024,,,,,,,0.0581134816090685,0.0257125119583059,-0.0222623154952772,-0.034602960225059,0.0489490874407518,,,,,,,,,,,,,,,,,,,,0.0138183469057625,,,,
1930-11-30,0.0069523775883598,,,,,,,-0.0175154139821616,-0.006018096134958,-0.0081284440393493,-0.0006975689741868,-0.011426692667643,,,,,,,,,,,,,,,,,,,,0.0068664510241955,,,,
1930-12-31,-0.059541609385263,,,,,,,0.0359925641264141,-0.0212769910763906,-0.0186125355012237,-0.0819709650947723,0.0057631356148286,,,,,,,,,,,,,,,,,,,,0.015883754783133,,,,
1931-01-31,0.0817409331241579,,,,0.031384787271471,,,-0.0182272347022672,0.0161323104925765,-0.0005939440495982,0.0766575393391679,-0.0128466242309896,,,,,,,,,,,,,,,,,,,,-0.0189238022291179,,,,
1931-02-28,0.0412179718281947,,,,-0.0089480649597463,,,-0.1611681322845856,0.0034558579657802,0.0261582757975106,0.1048527142362639,-0.0441471684853791,,,,,,,,,,,,,,,,,,,,0.039362245493007,,,,
1931-03-31,0.004191437568664,,,,-0.0014408249314738,,,0.0504863802961725,0.0099661855517984,0.0206737010866264,-0.0484709396088849,0.047113244817971,,,,,,,,,,,,,,,,,,,,0.0129696624586422,,,,
1931-04-30,-0.0523088454272757,,,,-0.0062189096322813,,,0.0758524913665351,-0.0203408603478795,0.0059428679290641,-0.0680780255530046,0.0136989127506422,,,,,,,,,,,,,,,,,,,,-0.0214363433374744,,,,
1931-05-31,0.0200915191964408,,,,0.0049261073803392,,,0.086715465072852,0.025926934474377,0.0157163425199305,-0.0343266531345479,0.0610239920851504,,,,,,,,,,,,,,,,,,,,0.0296780310525766,,,,
1931-06-30,0.0283645422256383,,,,0.0145611535093065,,,-0.1554080912300982,-0.0269791421004298,-0.0636076291320628,0.1409999934615582,-0.1119610599181445,,,,,,,,,,,,,,,,,,,,0.0056637641240742,,,,
1931-07-31,-0.0037938823892295,,,,0.0238229679889802,,,0.0611294563642801,0.0040520172760871,0.0181159513418253,-0.0014931467445592,0.0380436321600376,,,,,,,,,,,,,,,,,,,,0.0133367236018326,,,,
1931-08-31,-0.0307255525496425,,,,-0.0310760079507654,,,-0.016098426185465,-0.0383862089373318,0.0099510062058407,0.0141217691632117,-0.0312346329425768,,,,,,,,,,,,,,,,,,,,0.0272683932450015,,,,
1931-09-30,-0.0150480181528864,,,,-0.0233571690257433,,,0.1492172042571742,-0.0242585771040008,-0.0134273249941882,-0.098878681118681,0.0687095955507611,,,,,,,,,,,,,,,,,,,,-0.0172382721402137,,,,
1931-10-31,0.0285741359974403,,,,0.0023590110865853,,,-0.0833124062879632,-0.013842068992186,-0.0172724861974001,0.0798398464046495,-0.0694354452582751,,,,,,,,,,,,,,,,,,,,0.0377440188267115,,,,
1931-11-30,0.0095071479254912,,,,0.0148268676849252,,,0.0785487086676366,0.0094816789197906,0.0119837087442332,-0.0097548975229325,0.0286620040850787,,,,,,,,,,,,,,,,,,,,0.052812516240733,,,,
1931-12-31,-0.0652105618885978,,,,-0.0603438222930363,,,0.1073858502622009,-0.0447547717137614,0.0254371886812738,-0.0913173058156842,-0.0088440485554297,,,,,,,,,,,,,,,,,,,,0.0206356338962022,,,,
1932-01-31,0.0850158515330792,,,,0.04284871629038,,,-0.0539868917510117,0.0381672712381626,-0.0317920848038941,0.0903453935528059,0.0279499021163728,,,,,,,,,,,,,,,,,,,,-0.0156977695406187,,,,
1932-02-29,-0.0171046089366024,,,,-0.0206206598554982,,,0.0197221843816216,-0.0758127070468433,0.0183154923392622,0.0077082856569896,-0.0845007151302587,,,,,,,,,,,,,,,,,,,,0.0018142643123153,,,,
1932-03-31,-0.0231468523400448,,,,0.0008660311367557,,,0.1209129804885388,0.0050068968188042,0.0022130129464772,-0.0323666714741898,0.0842132369788169,,,,,,,,,,,,,,,,,,,,-0.0016221247370773,,,,
1932-04-30,-0.0335608016477123,,,,0.0356978608847471,,,0.0594716582504741,0.0269534119907868,0.0307901084495109,-0.0148251411745323,0.0908995705199191,,,,,,,,,,,,,,,,,,,,-0.0082984557260369,,,,
1932-05-31,0.0198773595417807,,,,0.029427526469287,,,0.142989205187518,0.0342859634928506,0.0025320704385571,-0.005783322009716,0.105696283107125,,,,,,,,,,,,,,,,,,,,-0.0052403648734262,,,,
1932-06-30,0.0445291802188324,,,,0.0179295757082182,,,-0.0599915477273357,-0.0314884894877111,-0.0148983829138276,0.0589355618041342,-0.0567777295330175,,,,,,,,,,,,,,,,,,,,0.026997364512844,,,,
1932-07-31,0.0403887222382017,,,,0.171254699280507,,,-0.4447782973921083,0.1279792202874684,-0.1464190989156444,0.3624898644066036,-0.1117637457063976,,,,,,,,,,,,,,,,,,,,-0.0509610850950372,,,,
1932-08-31,0.3078334438890525,,,,0.2655698473053949,,,-0.5937405234029467,0.3060592213238617,-0.0007009935289578,0.4649701611568574,0.0743291085105843,,,,,,,,,,,,,,,,,,,,0.0001445684941275,,,,
1932-09-30,-0.0494536712717882,,,,-0.059665037732553,,,0.0312993820364173,-0.0802069937127026,0.0097119587907143,-0.0721850406623728,-0.0407684112647104,,,,,,,,,,,,,,,,,,,,0.0291793801799435,,,,
1932-10-31,-0.0237594002552224,,,,-0.0932396533055377,,,0.1603141462625704,-0.0909840796471144,0.0066557252654347,-0.0592482562067012,0.0337929325677595,,,,,,,,,,,,,,,,,,,,-0.0039164708778264,,,,
1932-11-30,-0.0302852277929606,,,,-0.0585401248850885,,,0.1012816594253491,-0.054864289210647,0.0071681676223814,-0.0220755486789188,-0.0093264311949475,,,,,,,,,,,,,,,,,,,,0.0257706697273283,,,,
1932-12-31,-0.1034183351154662,,,,-0.0688406390916257,,,0.0312348780103993,-0.1173676221771327,-0.0117213175168316,-0.1032749906128314,-0.1024082121117127,,,,,,,,,,,,,,,,,,,,0.0089149031163718,,,,
1933-01-31,0.0328383526761489,,,,0.0409954739779915,,,-0.0263792083736212,-0.0047074241259051,-0.0446689766109322,-0.0370031824066676,-0.0183131496184186,,,,,,,,,,,,,,,,,,,,0.0228523250039977,,,,
1933-02-28,-0.0138355100585781,,,,-0.045372754050602,,,0.1465719317094516,-0.0114234403215852,-0.0052117188593658,-0.0208563655123561,0.0899750753439277,,,,,,,,,,,,,,,,,,,,-0.0043224349325396,,,,
1933-03-31,0.052294981338674,,,,0.0685507571720684,,,-0.0173424012229328,0.0369264417538058,-0.0193779068379743,0.001068772610697,-0.0289673395884065,,,,,,,,,,,,,,,,,,,,0.0234841807924318,,,,
1933-04-30,0.0761765291420176,,,,0.3352589610806047,,,-0.3849448689402119,0.1448540927602468,0.0304462475507678,0.2679887239623725,-0.1459577489656132,,,,,,,,,,,,,,,,,,,,0.0293981512300849,,,,
1933-05-31,0.5431449356561955,,,,0.3184036106473308,,,-0.2074108277791009,0.4775906368538843,0.0754640586054903,0.4606920596057889,0.3465084532264528,,,,,,,,,,,,,,,,,,,,-0.009126883936039,,,,
1933-06-30,0.0814744376954108,,,,0.0725150948390891,,,-0.0980317534585378,0.0364898386565616,0.0010581158178687,0.0790370801603501,0.0282982907410605,,,,,,,,,,,,,,,,,,,,-0.0074961016491059,,,,
1933-07-31,0.0124411224693883,,,,-0.0244412554616093,,,0.0419407916082687,-0.0027218364120378,-0.0284911531302984,-0.0165969478714785,0.0488335855482847,,,,,,,,,,,,,,,,,,,,-0.012774779836812,,,,
1933-08-31,-0.0450232597828422,,,,0.0590662754248404,,,-0.0831873746957611,-0.0560936388668461,-0.0196692493780449,-0.0036461198685047,-0.111204350881574,,,,,,,,,,,,,,,,,,,,0.027837921779057,,,,
1933-09-30,-0.056466209615732,,,,-0.0977491373409705,,,0.1201539135181586,-0.0581491020262001,-0.0314778362706399,-0.0875331046190687,0.0111267543334449,,,,,,,,,,,,,,,,,,,,0.0106680262682679,,,,
1933-10-31,-0.0346925041090481,,,,-0.0855889860143946,,,0.08358171731842,-0.0297909849736095,0.0174291753866822,-0.0614621237934658,0.0123738817474641,,,,,,,,,,,,,,,,,,,,0.0073765024459726,,,,
1933-11-30,-0.0281682563481699,,,,0.0545647617129549,,,-0.0439293278439088,-0.0658076091300884,-0.0202189053760027,-0.0304406159711713,-0.0755075581079766,,,,,,,,,,,,,,,,,,,,0.0225702695543266,,,,
1933-12-31,-0.005868027038474,,,,0.0030816985859556,,,-0.0144858135283081,0.0141609242487828,-0.0044935152184681,-0.0429367762583916,0.0293989447175415,,,,,,,,,,,,,,,,,,,,0.0357309935689076,,,,
1934-01-31,0.2375716233388113,,,,0.1840796835814407,,,-0.1524965603974782,0.2255938735340293,0.0325206788138028,0.2744489240960254,0.0949016615215249,,,,,,,,,,,,,,,,,,,,-0.0280069405873852,,,,
1934-02-28,0.0558896647946375,,,,0.0073813570798931,,,0.0125898937686023,0.0616378157426573,-0.002093054227104,0.0272182371197526,0.0618039239825946,,,,,,,,,,,,,,,,,,,,0.0246782243134179,,,,
1934-03-31,-0.0006035900047694,,,,-0.0035329809443862,,,0.0077938077591942,-0.0197607178735621,0.0025635478145115,-0.0012835133324398,-0.0189072875853426,,,,,,,,,,,,,,,,,,,,-0.0042656184030311,,,,
1934-04-30,0.0260234013773078,,,,-0.0483081701696906,,,0.0705208499081187,0.0189343278847738,0.0143572290931596,-0.0287906910354507,0.0681457377502119,,,,,,,,,,,,,,,,,,,,0.0180723320872985,,,,
1934-05-31,-0.0381911364587356,,,,-0.0842639317518954,,,0.0858248953324877,-0.0358019295317975,-0.0100511283500475,-0.0527423545609215,-0.0041928253086276,,,,,,,,,,,,,,,,,,,,0.0088257946836857,,,,
1934-06-30,-0.0491582657244359,,,,-0.0355333411402561,,,0.035599805401503,-0.016405739814972,-0.0044331234556223,-0.0680649461847593,-0.0016601395326502,,,,,,,,,,,,,,,,,,,,-0.001702106587117,,,,
1934-07-31,-0.0997775483481879,,,,-0.1706385287715198,,,0.1873599144826379,-0.0871317778282603,0.011069710172675,-0.1366346905407058,0.0207460162680659,,,,,,,,,,,,,,,,,,,,0.0423851796292659,,,,
1934-08-31,0.0669490745022176,,,,0.0711767950694702,,,-0.0833439945704605,0.0363240456919058,-0.0081630843179777,0.0656649042129478,-0.0431053215282521,,,,,,,,,,,,,,,,,,,,0.0008851925415352,,,,
1934-09-30,-0.0144525239766029,,,,0.0014044359615926,,,0.0031951191220174,-0.0200616663060893,-0.0105403654477463,-0.0134237714766095,-0.0027788816756958,,,,,,,,,,,,,,,,,,,,0.0120228648187934,,,,
1934-10-31,-0.0088095804371315,,,,-0.0480161487439305,,,0.0713159622008019,-0.0210356607858354,0.0035689603315953,-0.0745039917729636,0.0206706876657962,,,,,,,,,,,,,,,,,,,,0.0248937873048462,,,,
1934-11-30,0.0647401976802853,,,,0.0131434603495341,,,-0.0439694839210076,0.040800207654947,0.0272394135266171,0.0174937315343025,-0.0073693301920701,,,,,,,,,,,,,,,,,,,,0.0142466569214586,,,,
1934-12-31,0.0245947869323562,,,,-0.0319646223216344,,,0.0118168169791295,0.0130176927569613,0.028497959722414,-0.0111908096851132,-0.0071528383342432,,,,,,,,,,,,,,,,,,,,0.0041446622164258,,,,
1935-01-31,0.0021025625024843,,,,-0.042676281233144,,,0.0696047439258976,0.0023322138028801,0.0013026246347462,-0.0183067735156652,0.0222985598456085,,,,,,,,,,,,,,,,,,,,-0.0001807151303795,,,,
1935-02-28,-0.0620452396483492,,,,-0.1150528172731122,,,0.1333536222392437,-0.0637268605474788,0.0096280225609093,-0.1082647381380378,-0.0163001561832546,,,,,,,,,,,,,,,,,,,,0.0101637573266058,,,,
1935-03-31,-0.0564857702453667,,,,-0.0112334778265077,,,0.02814077599292,-0.028851526443214,0.004224617728527,-0.0051366255454052,-0.0062348207473324,,,,,,,,,,,,,,,,,,,,0.0175210291455115,,,,
1935-04-30,0.0229015924948047,,,,0.0503079917532169,,,-0.0461695525873913,0.0280178633538094,-0.0123183228746997,0.0585853074051705,0.0176103330007715,,,,,,,,,,,,,,,,,,,,0.0065100227915431,,,,
1935-05-31,-0.0124761235106919,,,,0.0387857018572973,,,-0.0234927484669101,0.001011264738346,-0.0078802731720107,0.0309200574848091,0.0229726633043903,,,,,,,,,,,,,,,,,,,,-0.0006487298123089,,,,
1935-06-30,-0.032841211677574,,,,0.0325205296149123,,,-0.0373641180604803,-0.052309340795217,-0.0083556693266677,-0.0230177280271747,-0.0585502576155395,,,,,,,,,,,,,,,,,,,,-0.0016457355165584,,,,
1935-07-31,0.0743268641200888,,,,0.1027368333870987,,,-0.1081886993303758,0.0656593374790912,0.0285921083846957,0.062102314277376,0.0164281318258752,,,,,,,,,,,,,,,,,,,,0.0172230830350706,,,,
1935-08-31,0.0694702534271416,,,,0.0828417386363201,,,-0.0867353633919546,0.1041728875474127,0.0153038576293278,0.1124496881510512,0.0411861725454263,,,,,,,,,,,,,,,,,,,,0.0204980181478662,,,,
1935-09-30,0.0198908569824228,,,,8.47629817278e-05,,,-0.0066911842196147,-0.0031615962813519,0.010030031371,-0.0227224059289864,0.0016761396171127,,,,,,,,,,,,,,,,,,,,0.0050304574922761,,,,
1935-10-31,0.0205341986780519,,,,0.054368190621872,,,-0.0608799995120363,0.0204484159996216,0.0244162923489381,0.0653490161576377,-0.008380588553865,,,,,,,,,,,,,,,,,,,,0.040882745146566,,,,
1935-11-30,0.0898574966223242,,,,0.0803854514040098,,,-0.0892586446900046,0.0711605974275436,-0.0097576415435548,0.1093023186254104,0.0464380271033587,,,,,,,,,,,,,,,,,,,,-0.0035530382803977,,,,
1935-12-31,0.0072020518201509,,,,0.0348844470632167,,,-0.0843018827891333,0.0226105058717232,0.0277651050723174,0.0764164116529887,-0.0175428479841748,,,,,,,,,,,,,,,,,,,,0.0108807207384268,,,,
1936-01-31,0.0785197946744709,,,,0.0870160683043203,,,-0.0856802569332129,0.0823181013967472,-0.0080453399142727,0.1090145332420722,0.0420416474988744,,,,,,,,,,,,,,,,,,,,0.0013496002013851,,,,
1936-02-29,0.0320791068341247,,,,0.0320946710073055,,,-0.0476214489180506,0.0185871831038884,-0.0181876976623897,0.0095234882026464,0.0122724107772896,,,,,,,,,,,,,,,,,,,,-0.0118385117656602,,,,
1936-03-31,0.0194495217240625,,,,-0.009030870280132,,,-0.0027954582802494,0.0292124226756216,0.0102890900984652,0.0116781613279903,0.0004663113021242,,,,,,,,,,,,,,,,,,,,0.0068573280534308,,,,
1936-04-30,-0.0529513147408376,,,,-0.060652789760423,,,0.0743908586859832,-0.0481676880691808,-0.0340327421745072,-0.0683860990963192,0.003425653515807,,,,,,,,,,,,,,,,,,,,0.001532986923931,,,,
1936-05-31,0.0058706742534141,,,,0.0286338025567232,,,-0.0269328532169036,-0.0121402782259145,-0.0004622362342626,0.0016513873500758,-0.0270003564362688,,,,,,,,,,,,,,,,,,,,-0.0286968527128561,,,,
1936-06-30,-0.02571804291144,,,,-0.0133842882080629,,,0.0308158065102951,-0.016502471783377,-0.0078011073459343,-0.0238978926813848,-0.0037657140572513,,,,,,,,,,,,,,,,,,,,0.0317149205079597,,,,
1936-07-31,0.0294122028046851,,,,0.0489981561320065,,,-0.0607436832852677,0.0347179216636297,0.0303427796952654,0.0434594620957707,-0.0252831455383094,,,,,,,,,,,,,,,,,,,,-0.0139024010982329,,,,
1936-08-31,0.011347635734779,,,,0.0063610764981693,,,-0.0133578565497075,0.0053942119114785,-0.0095919236834866,-0.0065799374677678,-0.0031467101290492,,,,,,,,,,,,,,,,,,,,-0.0190986520964738,,,,
1936-09-30,0.0251336036039628,,,,-0.0151774597677076,,,0.0035434113634409,0.0423529911463723,0.0100556558254653,0.0088541160002969,0.0259395758251776,,,,,,,,,,,,,,,,,,,,0.0085549519994075,,,,
